"study_id","sample_id","author","pub_year","yi","vi","pub_type","n","ed_level1","ed_level2","country","perc_white","age","perc_female","ei_construct","ei_stream","ei_measure","subject","humanities","achievement_type"
163,177,"Parker, Summerfeldt, Hogan & Majeski",2004,-0.0924211052814019,0.00264956775893441,0,372,2,1,"Canada",91,19.34,79.03,7,3,3.1,0,0,0
163,177,"Parker, Summerfeldt, Hogan & Majeski",2004,-0.100133449142153,0.00264163644094833,0,372,2,1,"Canada",91,19.34,79.03,6,3,3.1,0,0,0
163,177,"Parker, Summerfeldt, Hogan & Majeski",2004,-0.0751483995309306,0.0026650601829901,0,372,2,1,"Canada",91,19.34,79.03,0,3,3.1,0,0,0
163,177,"Parker, Summerfeldt, Hogan & Majeski",2004,-0.0102300366264459,0.00269485364866207,0,372,2,1,"Canada",91,19.34,79.03,5,3,3.1,0,0,0
163,177,"Parker, Summerfeldt, Hogan & Majeski",2004,0.0542717235500238,0.00267956289904221,0,372,2,1,"Canada",91,19.34,79.03,8,3,3.1,0,0,0
163,177,"Parker, Summerfeldt, Hogan & Majeski",2004,0.0409173871641245,0.00268639983264159,0,372,2,2,"Canada",91,19.34,79.03,6,3,3.1,0,0,0
163,177,"Parker, Summerfeldt, Hogan & Majeski",2004,0.322676071469904,0.00216334568291501,0,372,2,2,"Canada",91,19.34,79.03,0,3,3.1,0,0,0
163,177,"Parker, Summerfeldt, Hogan & Majeski",2004,0.304823304606559,0.00221778738742141,0,372,2,2,"Canada",91,19.34,79.03,5,3,3.1,0,0,0
163,177,"Parker, Summerfeldt, Hogan & Majeski",2004,0.364071199292906,0.00202822979269623,0,372,2,2,"Canada",91,19.34,79.03,7,3,3.1,0,0,0
163,177,"Parker, Summerfeldt, Hogan & Majeski",2004,0.379298028898871,0.00197564345746231,0,372,2,2,"Canada",91,19.34,79.03,8,3,3.1,0,0,0
166,180,"Petersen",2010,0.011836247775004,0.0199943965220864,1,51,1,1,"USA",92,12.47058824,68.63,8,3,3.1,0,0,0
166,180,"Petersen",2010,0.0446091707089605,0.019920480075804,1,51,1,1,"USA",92,12.47058824,68.63,5,3,3.1,0,0,0
166,180,"Petersen",2010,0.124382380396689,0.0193859479601843,1,51,1,1,"USA",92,12.47058824,68.63,6,3,3.1,0,0,0
166,180,"Petersen",2010,0.156689839081655,0.0190299874981701,1,51,1,1,"USA",92,12.47058824,68.63,9,3,3.1,0,0,0
166,180,"Petersen",2010,0.192367662135436,0.0185471751729518,1,51,1,1,"USA",92,12.47058824,68.63,0,3,3.1,0,0,0
166,180,"Petersen",2010,0.385886436511809,0.0144871402103003,1,51,1,1,"USA",92,12.47058824,68.63,7,3,3.1,0,0,0
168,182,"Pishghadam",2009,-0.0163854023983614,0.00197132763167407,0,508,2,2,"Iran",NA,21.3,73.62,6,3,3.1,1,0,0
168,182,"Pishghadam",2009,0.00163860413821342,0.00197237599597666,0,508,2,2,"Iran",NA,21.3,73.62,6,3,3.1,1,0,0
168,182,"Pishghadam",2009,0.0940967849035727,0.00193761338675848,0,508,2,2,"Iran",NA,21.3,73.62,0,3,3.1,1,0,0
168,182,"Pishghadam",2009,0.0940967849035727,0.00193761338675848,0,508,2,2,"Iran",NA,21.3,73.62,0,3,3.1,1,0,0
168,182,"Pishghadam",2009,0.0981771599357072,0.00193454713239984,0,508,2,2,"Iran",NA,21.3,73.62,5,3,3.1,1,0,0
168,182,"Pishghadam",2009,0.0981771599357072,0.00193454713239984,0,508,2,2,"Iran",NA,21.3,73.62,8,3,3.1,1,0,0
168,182,"Pishghadam",2009,0.0981771599357072,0.00193454713239984,0,508,2,2,"Iran",NA,21.3,73.62,8,3,3.1,1,0,0
168,182,"Pishghadam",2009,0.114481575319481,0.00192102506089864,0,508,2,2,"Iran",NA,21.3,73.62,5,3,3.1,1,0,0
168,182,"Pishghadam",2009,0.114481575319481,0.00192102506089864,0,508,2,2,"Iran",NA,21.3,73.62,8,3,3.1,1,0,0
168,182,"Pishghadam",2009,0.130759143174637,0.00190551564687805,0,508,2,2,"Iran",NA,21.3,73.62,8,3,3.1,1,0,0
168,182,"Pishghadam",2009,0.130759143174637,0.00190551564687805,0,508,2,2,"Iran",NA,21.3,73.62,9,3,3.1,1,0,0
168,182,"Pishghadam",2009,0.147006118243135,0.00188805804541023,0,508,2,2,"Iran",NA,21.3,73.62,9,3,3.1,1,0,0
168,182,"Pishghadam",2009,0.163218790805149,0.0018686961778414,0,508,2,2,"Iran",NA,21.3,73.62,6,3,3.1,1,0,0
168,182,"Pishghadam",2009,0.163218790805149,0.0018686961778414,0,508,2,2,"Iran",NA,21.3,73.62,9,3,3.1,1,0,0
168,182,"Pishghadam",2009,0.17939349081114,0.00184747856728408,0,508,2,2,"Iran",NA,21.3,73.62,6,3,3.1,1,0,0
168,182,"Pishghadam",2009,0.195526591907836,0.00182445815812871,0,508,2,2,"Iran",NA,21.3,73.62,7,3,3.1,1,0,0
168,182,"Pishghadam",2009,0.195526591907836,0.00182445815812871,0,508,2,2,"Iran",NA,21.3,73.62,7,3,3.1,1,0,0
168,182,"Pishghadam",2009,0.195526591907836,0.00182445815812871,0,508,2,2,"Iran",NA,21.3,73.62,7,3,3.1,1,0,0
168,182,"Pishghadam",2009,0.179649067652419,0.00184712824919797,0,508,2,2,"Iran",NA,21.3,73.62,8,3,3.1,0,0,0
168,182,"Pishghadam",2009,0.227653733775974,0.00177324164168552,0,508,2,2,"Iran",NA,21.3,73.62,7,3,3.1,1,0,0
168,182,"Pishghadam",2009,0.223965625052963,0.00177947708777624,0,508,2,2,"Iran",NA,21.3,73.62,9,3,3.1,0,0,0
168,182,"Pishghadam",2009,0.259572224882219,0.00171555084808186,0,508,2,2,"Iran",NA,21.3,73.62,9,3,3.1,1,0,0
168,182,"Pishghadam",2009,0.253298049701999,0.00172740964311001,0,508,2,2,"Iran",NA,21.3,73.62,6,3,3.1,0,0,0
168,182,"Pishghadam",2009,0.267892720330115,0.00169944262857844,0,508,2,2,"Iran",NA,21.3,73.62,5,3,3.1,0,0,0
168,182,"Pishghadam",2009,0.306999838325811,0.0016181164769725,0,508,2,2,"Iran",NA,21.3,73.62,5,3,3.1,1,0,0
168,182,"Pishghadam",2009,0.324221235922534,0.00157950940961596,0,508,2,2,"Iran",NA,21.3,73.62,0,3,3.1,1,0,0
168,182,"Pishghadam",2009,0.29841939708804,0.00163673050517038,0,508,2,2,"Iran",NA,21.3,73.62,0,3,3.1,0,0,0
168,182,"Pishghadam",2009,0.325735182948091,0.00157603770151484,0,508,2,2,"Iran",NA,21.3,73.62,7,3,3.1,0,0,0
168,182,"Pishghadam",2009,0.353915779148109,0.00150922367446258,0,508,2,2,"Iran",NA,21.3,73.62,0,3,3.1,1,0,0
168,182,"Pishghadam",2009,0.369262840263898,0.00147116885197615,0,508,2,2,"Iran",NA,21.3,73.62,5,3,3.1,1,0,0
170,184,"Por, Barriball, Fitzpatrick & Roberts",2011,-0.121082087081098,0.00752630385688726,0,130,2,2,"UK",NA,28,90,0,2,2.2,0,0,0
171,185,"Qualter, Gardner, Pope, Hutchinson & Whiteley - Female sample",2012,0.0399831021466487,0.00467983689559789,0,214,1,1,"UK",NA,11.13,100,1,1,1.1,2,0,0
171,185,"Qualter, Gardner, Pope, Hutchinson & Whiteley - Female sample",2012,0.21769600067896,0.00426038902096741,0,214,1,1,"UK",NA,11.13,100,1,1,1.1,1,0,0
171,185,"Qualter, Gardner, Pope, Hutchinson & Whiteley - Female sample",2012,0.237481261494066,0.00418021578364253,0,214,1,1,"UK",NA,11.13,100,3,1,1.1,2,0,0
171,185,"Qualter, Gardner, Pope, Hutchinson & Whiteley - Female sample",2012,0.258256533924653,0.00408946262967574,0,214,1,1,"UK",NA,11.13,100,4,1,1.1,2,0,0
171,185,"Qualter, Gardner, Pope, Hutchinson & Whiteley - Female sample",2012,0.256227632389362,0.00409861532692255,0,214,1,1,"UK",NA,11.13,100,1,1,1.1,1,0,0
171,185,"Qualter, Gardner, Pope, Hutchinson & Whiteley - Female sample",2012,0.294253090822188,0.00391702900835843,0,214,1,1,"UK",NA,11.13,100,1,1,1.1,3,0,0
171,185,"Qualter, Gardner, Pope, Hutchinson & Whiteley - Female sample",2012,0.313643271662616,0.00381658622866546,0,214,1,1,"UK",NA,11.13,100,3,1,1.1,1,0,0
171,185,"Qualter, Gardner, Pope, Hutchinson & Whiteley - Female sample",2012,0.332324427457418,0.00371510722315107,0,214,1,1,"UK",NA,11.13,100,3,1,1.1,1,0,0
171,185,"Qualter, Gardner, Pope, Hutchinson & Whiteley - Female sample",2012,0.425449419301998,0.00314905724280893,0,214,1,1,"UK",NA,11.13,100,2,1,1.1,1,0,0
171,185,"Qualter, Gardner, Pope, Hutchinson & Whiteley - Female sample",2012,0.425449419301998,0.00314905724280893,0,214,1,1,"UK",NA,11.13,100,2,1,1.1,1,0,0
171,185,"Qualter, Gardner, Pope, Hutchinson & Whiteley - Female sample",2012,0.456144133891909,0.00294439967451673,0,214,1,1,"UK",NA,11.13,100,4,1,1.1,1,0,0
171,185,"Qualter, Gardner, Pope, Hutchinson & Whiteley - Female sample",2012,0.456144133891909,0.00294439967451673,0,214,1,1,"UK",NA,11.13,100,4,1,1.1,1,0,0
171,185,"Qualter, Gardner, Pope, Hutchinson & Whiteley - Female sample",2012,0.443142923140203,0.00303198166846829,0,214,1,1,"UK",NA,11.13,100,2,1,1.1,2,0,0
171,185,"Qualter, Gardner, Pope, Hutchinson & Whiteley - Female sample",2012,0.510791647956196,0.00256458603464403,0,214,1,1,"UK",NA,11.13,100,4,1,1.1,3,0,0
171,185,"Qualter, Gardner, Pope, Hutchinson & Whiteley - Female sample",2012,0.511880148350733,0.00255686658173881,0,214,1,1,"UK",NA,11.13,100,2,1,1.1,3,0,0
171,185,"Qualter, Gardner, Pope, Hutchinson & Whiteley - Female sample",2012,0.52600266413865,0.00245630776756363,0,214,1,1,"UK",NA,11.13,100,3,1,1.1,3,0,0
171,185,"Qualter, Gardner, Pope, Hutchinson & Whiteley - Female sample",2012,0.012563442901308,0.00469335373107243,0,214,1,1,"UK",NA,11.13,100,5,3,3.1,1,0,0
171,185,"Qualter, Gardner, Pope, Hutchinson & Whiteley - Female sample",2012,0.0152919015107203,0.00469264023558015,0,214,1,1,"UK",NA,11.13,100,7,3,3.1,1,0,0
171,185,"Qualter, Gardner, Pope, Hutchinson & Whiteley - Female sample",2012,0.0158098811711448,0.00469248900371306,0,214,1,1,"UK",NA,11.13,100,6,3,3.1,1,0,0
171,185,"Qualter, Gardner, Pope, Hutchinson & Whiteley - Female sample",2012,0.0474165323253627,0.00467374835634363,0,214,1,1,"UK",NA,11.13,100,6,3,3.1,2,0,0
171,185,"Qualter, Gardner, Pope, Hutchinson & Whiteley - Female sample",2012,0.106899512759182,0.00458814824522606,0,214,1,1,"UK",NA,11.13,100,7,3,3.1,2,0,0
171,185,"Qualter, Gardner, Pope, Hutchinson & Whiteley - Female sample",2012,0.106899512759182,0.00458814824522606,0,214,1,1,"UK",NA,11.13,100,7,3,3.1,3,0,0
171,185,"Qualter, Gardner, Pope, Hutchinson & Whiteley - Female sample",2012,0.137319388558842,0.00451944761953558,0,214,1,1,"UK",NA,11.13,100,7,3,3.1,1,0,0
171,185,"Qualter, Gardner, Pope, Hutchinson & Whiteley - Female sample",2012,0.131175774486998,0.00453465688313988,0,214,1,1,"UK",NA,11.13,100,8,3,3.1,1,0,0
171,185,"Qualter, Gardner, Pope, Hutchinson & Whiteley - Female sample",2012,0.157560512619078,0.00446462753989703,0,214,1,1,"UK",NA,11.13,100,6,3,3.1,3,0,0
171,185,"Qualter, Gardner, Pope, Hutchinson & Whiteley - Female sample",2012,0.138243363557365,0.00451710227175509,0,214,1,1,"UK",NA,11.13,100,5,3,3.1,3,0,0
171,185,"Qualter, Gardner, Pope, Hutchinson & Whiteley - Female sample",2012,0.157389720049258,0.0044651200959896,0,214,1,1,"UK",NA,11.13,100,8,3,3.1,2,0,0
171,185,"Qualter, Gardner, Pope, Hutchinson & Whiteley - Female sample",2012,0.157389720049258,0.0044651200959896,0,214,1,1,"UK",NA,11.13,100,8,3,3.1,3,0,0
171,185,"Qualter, Gardner, Pope, Hutchinson & Whiteley - Female sample",2012,0.163400040578929,0.00444748225676028,0,214,1,1,"UK",NA,11.13,100,5,3,3.1,1,0,0
171,185,"Qualter, Gardner, Pope, Hutchinson & Whiteley - Female sample",2012,0.213747378704434,0.00427564086492629,0,214,1,1,"UK",NA,11.13,100,5,3,3.1,2,0,0
171,185,"Qualter, Gardner, Pope, Hutchinson & Whiteley - Female sample",2012,0.357166607650631,0.00357341605499527,0,214,1,1,"UK",NA,11.13,100,6,3,3.1,1,0,0
171,185,"Qualter, Gardner, Pope, Hutchinson & Whiteley - Female sample",2012,0.340456905798477,0.00366954708177459,0,214,1,1,"UK",NA,11.13,100,8,3,3.1,1,0,0
171,186,"Qualter, Gardner, Pope, Hutchinson & Whiteley - Male sample",2012,0.228996937937387,0.0045347005869972,0,199,1,1,"UK",NA,11.13,0,1,1,1.1,2,0,0
171,186,"Qualter, Gardner, Pope, Hutchinson & Whiteley - Male sample",2012,0.333812799908864,0.00398765097847189,0,199,1,1,"UK",NA,11.13,0,1,1,1.1,1,0,0
171,186,"Qualter, Gardner, Pope, Hutchinson & Whiteley - Male sample",2012,0.349603346470816,0.00389138050376626,0,199,1,1,"UK",NA,11.13,0,2,1,1.1,1,0,0
171,186,"Qualter, Gardner, Pope, Hutchinson & Whiteley - Male sample",2012,0.363375071149416,0.00380480837286693,0,199,1,1,"UK",NA,11.13,0,1,1,1.1,1,0,0
171,186,"Qualter, Gardner, Pope, Hutchinson & Whiteley - Male sample",2012,0.392738928872642,0.0036126436251127,0,199,1,1,"UK",NA,11.13,0,1,1,1.1,3,0,0
171,186,"Qualter, Gardner, Pope, Hutchinson & Whiteley - Male sample",2012,0.452001396438901,0.00319762684581736,0,199,1,1,"UK",NA,11.13,0,2,1,1.1,3,0,0
171,186,"Qualter, Gardner, Pope, Hutchinson & Whiteley - Male sample",2012,0.511452972170012,0.00275382817298357,0,199,1,1,"UK",NA,11.13,0,4,1,1.1,2,0,0
171,186,"Qualter, Gardner, Pope, Hutchinson & Whiteley - Male sample",2012,0.509206573706565,0.00277095619616995,0,199,1,1,"UK",NA,11.13,0,2,1,1.1,1,0,0
171,186,"Qualter, Gardner, Pope, Hutchinson & Whiteley - Male sample",2012,0.523343372645544,0.00266281930128931,0,199,1,1,"UK",NA,11.13,0,2,1,1.1,2,0,0
171,186,"Qualter, Gardner, Pope, Hutchinson & Whiteley - Male sample",2012,0.585430219410976,0.00218184732204496,0,199,1,1,"UK",NA,11.13,0,4,1,1.1,1,0,0
171,186,"Qualter, Gardner, Pope, Hutchinson & Whiteley - Male sample",2012,0.322862781577658,0.00405245103270607,0,199,1,1,"UK",NA,11.13,0,3,1,1.1,2,0,0
171,186,"Qualter, Gardner, Pope, Hutchinson & Whiteley - Male sample",2012,0.628238518769897,0.00185054494930197,0,199,1,1,"UK",NA,11.13,0,4,1,1.1,3,0,0
171,186,"Qualter, Gardner, Pope, Hutchinson & Whiteley - Male sample",2012,0.362027438253985,0.0038133838630614,0,199,1,1,"UK",NA,11.13,0,3,1,1.1,1,0,0
171,186,"Qualter, Gardner, Pope, Hutchinson & Whiteley - Male sample",2012,0.372142548456464,0.00374848155813176,0,199,1,1,"UK",NA,11.13,0,3,1,1.1,3,0,0
171,186,"Qualter, Gardner, Pope, Hutchinson & Whiteley - Male sample",2012,0.482329540145708,0.00297393247309048,0,199,1,1,"UK",NA,11.13,0,3,1,1.1,1,0,0
171,186,"Qualter, Gardner, Pope, Hutchinson & Whiteley - Male sample",2012,-0.0557461884640386,0.0050191635472448,0,199,1,1,"UK",NA,11.13,0,5,3,3.1,1,0,0
171,186,"Qualter, Gardner, Pope, Hutchinson & Whiteley - Male sample",2012,-0.0418131599636135,0.00503286048485697,0,199,1,1,"UK",NA,11.13,0,5,3,3.1,1,0,0
171,186,"Qualter, Gardner, Pope, Hutchinson & Whiteley - Male sample",2012,-0.0418131599636135,0.00503286048485697,0,199,1,1,"UK",NA,11.13,0,5,3,3.1,3,0,0
171,186,"Qualter, Gardner, Pope, Hutchinson & Whiteley - Male sample",2012,0.0557461884640386,0.0050191635472448,0,199,1,1,"UK",NA,11.13,0,5,3,3.1,2,0,0
171,186,"Qualter, Gardner, Pope, Hutchinson & Whiteley - Male sample",2012,0.196053423933401,0.00466971469026102,0,199,1,1,"UK",NA,11.13,0,6,3,3.1,3,0,0
171,186,"Qualter, Gardner, Pope, Hutchinson & Whiteley - Male sample",2012,0.223885165631013,0.00455688554281184,0,199,1,1,"UK",NA,11.13,0,6,3,3.1,2,0,0
171,186,"Qualter, Gardner, Pope, Hutchinson & Whiteley - Male sample",2012,0.223885165631013,0.00455688554281184,0,199,1,1,"UK",NA,11.13,0,6,3,3.1,1,0,0
171,186,"Qualter, Gardner, Pope, Hutchinson & Whiteley - Male sample",2012,0.279034834170985,0.00429465338661572,0,199,1,1,"UK",NA,11.13,0,7,3,3.1,1,0,0
171,186,"Qualter, Gardner, Pope, Hutchinson & Whiteley - Male sample",2012,0.293140881724194,0.00421980344833453,0,199,1,1,"UK",NA,11.13,0,6,3,3.1,1,0,0
171,186,"Qualter, Gardner, Pope, Hutchinson & Whiteley - Male sample",2012,0.378654950783086,0.00370605332369121,0,199,1,1,"UK",NA,11.13,0,7,3,3.1,2,0,0
171,186,"Qualter, Gardner, Pope, Hutchinson & Whiteley - Male sample",2012,0.24048650538199,0.00448321830893795,0,199,1,1,"UK",NA,11.13,0,8,3,3.1,1,0,0
171,186,"Qualter, Gardner, Pope, Hutchinson & Whiteley - Male sample",2012,0.262004961531588,0.00438090482797467,0,199,1,1,"UK",NA,11.13,0,8,3,3.1,2,0,0
171,186,"Qualter, Gardner, Pope, Hutchinson & Whiteley - Male sample",2012,0.42687335038285,0.00337758952671207,0,199,1,1,"UK",NA,11.13,0,7,3,3.1,1,0,0
171,186,"Qualter, Gardner, Pope, Hutchinson & Whiteley - Male sample",2012,0.272822090177278,0.0043266480853616,0,199,1,1,"UK",NA,11.13,0,8,3,3.1,3,0,0
171,186,"Qualter, Gardner, Pope, Hutchinson & Whiteley - Male sample",2012,0.442683836634872,0.00326497920393997,0,199,1,1,"UK",NA,11.13,0,7,3,3.1,3,0,0
171,186,"Qualter, Gardner, Pope, Hutchinson & Whiteley - Male sample",2012,0.316519479359169,0.00408923125558201,0,199,1,1,"UK",NA,11.13,0,8,3,3.1,1,0,0
172,187,"Radford",2011,0.126263286115409,0.00849446777045519,1,115,2,2,"USA",97.4,21.5,85.22,0,3,3.2,7,0,0
173,188,"Rankin",2013,-0.036856734906812,0.00563437857336694,0,178,2,2,"UK",NA,7.68,94.38,2,2,2.2,0,0,0
173,188,"Rankin",2013,0.110632442786387,0.00551226401967188,0,178,2,2,"UK",NA,7.68,94.38,4,2,2.2,0,0,0
173,188,"Rankin",2013,0.188665704494363,0.00525467508465651,0,178,2,2,"UK",NA,7.68,94.38,0,2,2.2,0,0,0
173,188,"Rankin",2013,0.221686549581804,0.00510805294489643,0,178,2,2,"UK",NA,7.68,94.38,4,2,2.2,0,0,0
173,188,"Rankin",2013,0.296168516126986,0.00470204790912955,0,178,2,2,"UK",NA,7.68,94.38,1,2,2.2,0,0,0
174,189,"Rastegar & Karami",2013,0.26629194920456,0.00822100592896405,0,106,2,2,"Iran",NA,23,75.47,0,2,2.2,0,0,0
177,193,"Rice",2007,0.0562738360430021,0.00204881760623818,1,486,1,1,"USA",49,15.83,52.26,NA,3,NA,0,0,0
177,193,"Rice",2007,0.0820671095346346,0.00203417595759022,1,486,1,1,"USA",49,15.83,52.26,NA,3,NA,0,0,0
177,193,"Rice",2007,0.127794814166062,0.00199505915321916,1,486,1,1,"USA",49,15.83,52.26,NA,3,NA,0,0,0
177,193,"Rice",2007,0.147729159204658,0.00197284221411978,1,486,1,1,"USA",49,15.83,52.26,NA,3,NA,0,0,0
177,193,"Rice",2007,0.150074459690427,0.00197002591557071,1,486,1,1,"USA",49,15.83,52.26,NA,3,NA,0,0,0
177,193,"Rice",2007,0.153592445346329,0.00196572214376519,1,486,1,1,"USA",49,15.83,52.26,NA,3,NA,0,0,0
177,193,"Rice",2007,0.154765116690841,0.00196426644778713,1,486,1,1,"USA",49,15.83,52.26,7,3,NA,0,0,0
177,193,"Rice",2007,0.168837556844537,0.00194598011898818,1,486,1,1,"USA",49,15.83,52.26,NA,3,NA,0,0,0
177,193,"Rice",2007,0.172355782017014,0.00194117411521523,1,486,1,1,"USA",49,15.83,52.26,NA,3,NA,0,0,0
177,193,"Rice",2007,0.201676285657935,0.00189754158950032,1,486,1,1,"USA",49,15.83,52.26,NA,3,NA,0,0,0
177,193,"Rice",2007,0.229827633325373,0.00184979082186417,1,486,1,1,"USA",49,15.83,52.26,NA,3,NA,0,0,0
177,193,"Rice",2007,0.256809848105907,0.00179885974752707,1,486,1,1,"USA",49,15.83,52.26,NA,3,NA,0,0,0
177,193,"Rice",2007,0.274409183802963,0.00176302958753144,1,486,1,1,"USA",49,15.83,52.26,NA,3,NA,0,0,0
178,194,"Richardson, Sample 1",2000,0.0981371459166656,0.0110205725326526,1,90,0,0,"USA",NA,11,0,0,3,NA,0,0,0
178,194,"Richardson, Sample 1",2000,0.185392954188773,0.0104768566248002,1,90,0,0,"USA",NA,11,0,0,3,NA,0,0,0
178,194,"Richardson, Sample 1",2000,0.19289190257484,0.0104153911233649,1,90,0,0,"USA",NA,11,0,0,3,NA,0,0,0
178,195,"Richardson, Sample 2",2000,0.372622332356766,0.00706270281960686,1,106,0,0,"USA",NA,11,100,0,3,NA,0,0,0
178,195,"Richardson, Sample 2",2000,0.37849264888864,0.00699056292711418,1,106,0,0,"USA",NA,11,100,0,3,NA,0,0,0
178,195,"Richardson, Sample 2",2000,0.599684519611038,0.00390556755930055,1,106,0,0,"USA",NA,11,100,0,3,NA,0,0,0
179,196,"Rivers, Brackett, Reyes, Mayer, Caruso & Salovey",2012,0.724352152511839,0.00347574399637294,0,66,0,0,"USA",58.6,11,55,0,1,1.1,NA,0,0
181,198,"Rodeiro, Emery & Bell",2012,0.23008887058526,0.0010274008716228,0,874,1,1,"UK",NA,16.35,50.46,NA,3,3.2,0,0,0
181,198,"Rodeiro, Emery & Bell",2012,0.287090648146436,0.000964434303974947,0,874,1,1,"UK",NA,16.35,50.46,NA,3,3.2,0,0,0
181,198,"Rodeiro, Emery & Bell",2012,0.350841461165471,0.000880838052807416,0,874,1,1,"UK",NA,16.35,50.46,NA,3,3.2,0,0,0
181,198,"Rodeiro, Emery & Bell",2012,0.395497567563027,0.000815154685905976,0,874,1,1,"UK",NA,16.35,50.46,NA,3,3.2,0,0,0
181,198,"Rodeiro, Emery & Bell",2012,0.413037382239082,0.000787977732536415,0,874,1,1,"UK",NA,16.35,50.46,0,3,3.2,0,0,0
185,202,"Saklofske, Austin, Mastoras, Beaton & Osborne",2012,-0.143082172959785,0.0059226796737962,0,163,2,2,"UK",NA,20.03,77.73,6,3,3.1,0,0,0
185,202,"Saklofske, Austin, Mastoras, Beaton & Osborne",2012,0.0858404290343113,0.00608220455213996,0,163,2,2,"UK",NA,20.03,77.73,7,3,3.1,0,0,0
185,202,"Saklofske, Austin, Mastoras, Beaton & Osborne",2012,0.0758754231401766,0.00610196903885706,0,163,2,2,"UK",NA,20.03,77.73,5,3,3.1,0,0,0
185,202,"Saklofske, Austin, Mastoras, Beaton & Osborne",2012,0.100921642916738,0.00604773692489536,0,163,2,2,"UK",NA,20.03,77.73,9,3,3.1,0,0,0
185,202,"Saklofske, Austin, Mastoras, Beaton & Osborne",2012,0.225121129558811,0.00556302079074806,0,163,2,2,"UK",NA,20.03,77.73,8,3,3.1,0,0,0
186,203,"Samples",2010,-0.109960238352939,0.00887239718533157,1,111,2,2,"USA",67.8,22,51.3,1,1,1.1,0,0,0
186,203,"Samples",2010,0.161407927534585,0.00862339723279932,1,111,2,2,"USA",67.8,22,51.3,2,1,1.1,0,0,0
186,203,"Samples",2010,0.253364182915932,0.00796121795830394,1,111,2,2,"USA",67.8,22,51.3,4,1,1.1,0,0,0
186,203,"Samples",2010,0.313610629181962,0.00739063444554352,1,111,2,2,"USA",67.8,22,51.3,0,1,1.1,0,0,0
186,203,"Samples",2010,0.422109168194297,0.00613994946033133,1,111,2,2,"USA",67.8,22,51.3,3,1,1.1,0,0,0
187,204,"Sanchez-Ruiz, Mavroveli & Poullis",2013,0.527409766457023,0.00161817221356444,0,323,2,2,"Cyprus",NA,23,34.98,0,3,3.2,0,0,0
188,205,"Schutte, Malouff, Hall, Haggerty, Cooper, Golden & Dornheim",1998,0.363326875459967,0.0119589342483192,0,64,2,2,"USA",NA,18.89,51.56,0,2,2.2,0,0,0
189,206,"Shipley, Jackson & Segrest",2010,0.0661884354088196,0.00516279882499881,0,193,2,2,"USA",78,23.17,48,NA,3,3.2,0,0,0
189,206,"Shipley, Jackson & Segrest",2010,0.128763577803595,0.0050370561480096,0,193,2,2,"USA",78,23.17,48,NA,3,3.2,0,0,0
189,206,"Shipley, Jackson & Segrest",2010,0.153319698963161,0.00496634747698935,0,193,2,2,"USA",78,23.17,48,NA,3,3.2,0,0,0
189,206,"Shipley, Jackson & Segrest",2010,0.158218581425104,0.00495083551070816,0,193,2,2,"USA",78,23.17,48,NA,3,3.2,0,0,0
190,207,"Singh, Singh & Singh",2009,0.172249885372751,0.00242665016557633,3,389,2,2,"Malaysia",NA,21,NA,2,2,2.2,0,0,0
190,207,"Singh, Singh & Singh",2009,0.180739741171633,0.00241168405998766,3,389,2,2,"Malaysia",NA,21,NA,1,2,2.2,0,0,0
190,207,"Singh, Singh & Singh",2009,0.237511256731608,0.00229473988179384,3,389,2,2,"Malaysia",NA,21,NA,0,2,2.2,0,0,0
190,207,"Singh, Singh & Singh",2009,0.24889217623163,0.00226789391521987,3,389,2,2,"Malaysia",NA,21,NA,4,2,2.2,0,0,0
191,208,"Skipper & Brandenburg",2013,0.0162712680719352,0.00708844370046404,0,142,2,2,"USA",NA,21.33267,15,0,3,NA,0,0,0
192,209,"Song, Huang, Peng, Law, Wong & Chen, Study 1",2010,0.233004089281922,0.00404690358004105,0,222,2,2,"China",NA,21.3,47,0,2,2.5,0,0,0
192,210,"Song, Huang, Peng, Law, Wong & Chen, Study 2",2010,0.359222382523955,0.0061672363189687,0,124,2,2,"China",NA,21.33267,60.5,0,2,2.5,0,0,0
195,213,"Stewart  & Chrisholm, engineering cohort 1",2012,0.0818496735918818,0.00205551279877438,0,481,2,2,"UK or Canada",NA,21.33267,NA,3,3,NA,0,0,0
195,213,"Stewart  & Chrisholm, engineering cohort 1",2012,0.0818496735918818,0.00220233514154398,0,449,2,2,"UK or Canada",NA,21.33267,NA,3,3,NA,0,0,0
195,213,"Stewart  & Chrisholm, engineering cohort 1",2012,0.0813104573596733,0.0032354784574818,0,306,2,2,"UK or Canada",NA,21.33267,NA,3,3,NA,0,0,0
195,213,"Stewart  & Chrisholm, engineering cohort 1",2012,0.0975309335231766,0.00321660956570476,0,306,2,2,"UK or Canada",NA,21.33267,NA,NA,3,NA,0,0,0
195,213,"Stewart  & Chrisholm, engineering cohort 1",2012,0.114481575319481,0.00202908272057419,0,481,2,2,"UK or Canada",NA,21.33267,NA,NA,3,NA,0,0,0
195,213,"Stewart  & Chrisholm, engineering cohort 1",2012,0.147006118243135,0.0021367085469263,0,449,2,2,"UK or Canada",NA,21.33267,NA,NA,3,NA,0,0,0
195,213,"Stewart  & Chrisholm, engineering cohort 1",2012,0.162149766241068,0.00310854493320487,0,306,2,2,"UK or Canada",NA,21.33267,NA,NA,3,NA,0,0,0
